,siteName,siteLat,siteLon,siteLandCover,H_DCA,H_insitu,H_Tbh,H_Tbv,H_Teff,MI_dca_insitu,MI_hv_dca,MI_hv_temp_insitu,U_h,U_v,S,R_s,corrSM,corrHV,mean_LAI,std_LAI,numPoints,range
28,CO_La_Junta_17_WSW,37.86,-103.82,Grasslands,0.3726864330343779,0.37933840496147053,0.40016923571599333,0.3886013413884984,0.3741149455339748,0.0317576682663,0.14119592668391234,0.18096007389538094,0.051547267920482864,0.02731560283656459,0.029841999329842717,0.03249105659702217,0.3231644346328495,0.9698129231427044,0.2811147465437788,0.09347764976958535,827,17.29425238871084
29,CO_Montrose_11_ENE,38.54,-107.69,Grasslands,0.3802123131340202,0.34575477013987393,0.37222070285886166,0.3829946302624956,0.38197072682161015,0.053534604471192404,0.1252265638854435,0.17374931450459552,0.02547042714431473,0.012075773231275996,0.019607650805519253,0.06807271270433353,0.6228812647521142,0.9865888344891263,0.6786389880952379,0.4396693452380949,904,12.987864063904349
30,CO_Nunn_7_NNE,40.81,-104.76,Grasslands,0.35928979834762453,0.2999249486178976,0.35478485502531437,0.36395043898303003,0.37276638171893756,0.05017783060093728,0.14354249353017678,0.14744155552550742,0.02701033955105346,0.009086518762319903,0.01422390230575711,0.09322173291104631,0.6691462168184932,0.9852418360050621,0.36647692307692303,0.11157667493796514,1104,23.557370835456297
31,KS_Oakley_19_SSW,38.87,-100.96,Grasslands,0.3783268390357472,0.3614011165264666,0.3814650488638187,0.38510116218576773,0.3525110645468567,0.07711184855797115,0.1555599890534598,0.20184769991117946,0.04249069639478381,0.01993182302615587,0.023628187061351114,0.069509282571169,0.7423850901710601,0.9756306564072872,0.544574823529412,0.24177835294117653,1090,21.89191897331028
32,MT_Wolf_Point_29_ENE,48.31,-105.1,Grasslands,0.3605396923872718,0.3648068487255507,0.34477249291667317,0.3605588777465818,0.36470803604629787,0.0746513559120563,0.15682795839916153,0.17238295089230582,0.030214100139436345,0.006831039301341296,0.011285712681992993,0.10849710627639089,0.7509375618792922,0.9843807393759507,0.5639603333333335,0.23772533333333315,1082,23.59057494496682
33,MT_Wolf_Point_34_NE,48.49,-105.21,Croplands,0.36720515355999933,0.34978133834108316,0.3499797690591656,0.35382256332755574,0.37136612377121314,0.08206563178178317,0.151462478425897,0.16666882891857282,0.034491976166363555,0.008380739467006446,0.0116496812640723,0.0969400815284547,0.7913388636711686,0.9834446225032577,0.5955769230769233,0.25402675585284296,1154,23.047329153923684
34,NE_Harrison_20_SSE,42.42,-103.74,Grasslands,0.34863681343412783,0.3602236310014159,0.35037423256547695,0.3599123257897039,0.3749442955269806,0.07052149996349166,0.15822882296530838,0.17062842222286279,0.02484609339137897,0.008546429669864936,0.012598495461953713,0.11223780444211076,0.7586795718315773,0.9824030772357604,0.494545355191257,0.2024278688524591,1178,23.007565859420595
35,NE_Whitman_5_ENE,42.07,-101.44,Grasslands,0.38125432147231636,0.34892653340659335,0.3561433602844456,0.35411677262116475,0.3689288176635187,0.07086687755404641,0.13423272320924695,0.18062806940664533,0.03416366966090842,0.018051652246008215,0.02019164395182807,0.06182575735050225,0.6878331835221041,0.9749557827270748,0.6303328947368418,0.22201052631578952,1237,22.680406760090094
36,NM_Las_Cruces_20_N,32.61,-106.74,Shrublands,0.3961397799330365,0.3605986278612998,0.38361777522542123,0.3822076080665877,0.3575651640996725,0.03024314862210875,0.11294291471467277,0.1410583230818755,0.03256812776746139,0.02002270426414694,0.038317345047152715,0.022034737635911728,0.4450656253390618,0.9700458727262213,0.2179006696428571,0.07098705357142857,1279,20.179016435397987
37,NM_Socorro_20_N,34.36,-106.89,Grasslands,0.39487046669027853,0.32697461021487795,0.38160306622014034,0.3748029312725613,0.36054011603293606,0.01991114448686504,0.11857382823708451,0.12076811565872414,0.028390487328490848,0.016984344256793887,0.05461398379398359,0.01858501285781618,0.1854795872844896,0.9701743716412435,0.21154276018099574,0.10967579185520365,995,18.048313022019276
